customer_id,full_name,age,country,account_open_date,transaction_date,transaction_type,transaction_amount,account_balance,is_international
628178,Drew Davis,38,Spain,2022-09-09,2024-07-05,Online,792.7,17466.05,False
665894,Drew Davis,23,India,2017-11-20,2023-04-11,ATM,4068.79,11381.17,True
589492,Riley Williams,18,Spain,2022-01-26,2023-12-25,Deposit,2496.55,19783.01,False
356840,Taylor Anderson,22,Germany,2016-03-01,2024-01-15,Online,408.83,2699.09,True
573254,Jamie Johnson,58,Canada,2024-06-27,2023-08-09,ATM,2706.41,21214.85,True
449457,Alex Johnson,29,Netherlands,2022-06-12,2024-02-24,Transfer,4998.43,17668.14,False
765987,Taylor Brown,43,Australia,2021-08-07,2023-05-04,Deposit,327.87,1510.25,True
370936,Sam Thomas,63,Netherlands,2024-08-09,2024-02-26,Transfer,3992.16,16912.87,False
339931,Jordan Davis,51,Netherlands,2019-04-24,2023-08-19,Deposit,640.2,20127.73,False
339629,Sam Thomas,66,France,2020-10-30,2024-11-20,Deposit,3803.14,5292.17,False
305041,Jamie Anderson,31,Netherlands,2021-07-31,2023-03-04,POS,3540.18,14678.47,False
798361,Casey Anderson,43,UK,2024-02-12,2024-04-29,Deposit,1152.69,16133.8,False
831912,Alex Johnson,62,USA,2016-08-11,2024-09-19,POS,1292.03,17516.18,False
517113,Cameron Jones,44,Italy,2020-07-05,2024-12-03,Online,3858.87,12194.04,False
168148,Riley Johnson,26,Australia,2019-03-28,2024-07-27,Deposit,2037.95,6200.86,True
877089,Casey Davis,43,Netherlands,2015-10-22,2024-04-27,Online,3519.5,4462.11,False
748531,Taylor Wilson,74,Germany,2020-06-08,2024-06-02,Deposit,313.91,11950.46,True
351995,Alex Jones,64,Germany,2018-06-01,2023-06-04,POS,4189.07,13302.0,True
778843,Cameron Brown,74,India,2019-03-29,2023-04-02,Transfer,3409.87,22389.88,False
672843,Cameron Johnson,39,Spain,2023-07-15,2024-06-09,Deposit,4488.19,5794.23,True
356508,Casey Anderson,64,UK,2019-08-18,2024-03-30,ATM,228.05,13967.42,True
903591,Drew Williams,73,UK,2018-02-10,2024-08-20,Transfer,2761.58,3358.41,False
996942,Taylor Miller,47,France,2018-06-10,2024-10-06,POS,2795.16,6306.7,False
206530,Taylor Anderson,60,Netherlands,2020-08-26,2024-05-24,ATM,1444.03,10570.25,False
704365,Cameron Smith,65,India,2015-12-26,2023-07-02,Online,2021.57,11173.53,True
922352,Drew Miller,34,Netherlands,2024-01-08,2024-01-21,POS,-291.1,13454.34,True
560337,Jamie Smith,43,France,2022-12-23,2024-07-27,Transfer,3602.23,21815.47,True
824839,Jordan Miller,53,Australia,2016-11-30,2024-02-09,Online,2521.27,15338.01,True
905889,Casey Williams,18,UK,2016-03-23,2023-09-03,Online,-182.42,18892.93,False
559773,Alex Williams,25,USA,2022-12-13,2024-08-13,POS,3244.16,20888.31,False
308261,Drew Johnson,66,Italy,2021-08-09,2024-10-22,Transfer,2067.3,13798.85,False
864469,Jordan Wilson,52,Canada,2016-11-05,2024-10-11,POS,-310.46,16382.0,True
441097,Jordan Anderson,69,France,2017-10-04,2024-04-15,ATM,4832.84,17720.13,False
415139,Taylor Brown,32,Spain,2018-09-11,2024-02-27,ATM,4720.12,6383.42,True
271829,Jamie Anderson,64,Italy,2021-11-19,2023-03-06,Deposit,2320.96,17158.2,True
371836,Taylor Jones,73,Spain,2021-09-27,2023-01-13,Online,15.2,2003.88,False
538974,Cameron Thomas,39,UK,2024-08-27,2023-08-01,Deposit,3650.42,15572.67,False
302283,Sam Williams,31,Italy,2016-08-08,2023-08-30,Transfer,2205.62,16288.16,True
296769,Cameron Williams,43,UK,2018-06-10,2024-05-07,ATM,1163.46,2587.36,False
661353,Casey Davis,45,India,2018-06-01,2023-08-01,Deposit,2202.8,6895.61,True
323165,Riley Wilson,40,Australia,2017-09-20,2024-11-23,ATM,2373.44,20695.32,True
723587,Cameron Wilson,31,Germany,2018-12-06,2023-12-04,ATM,2594.91,14959.57,False
635822,Jordan Williams,41,Spain,2016-07-25,2023-06-22,ATM,1926.73,6927.82,False
587879,Morgan Johnson,19,Australia,2021-07-10,2024-11-02,POS,2831.65,16676.18,True
664685,Riley Smith,62,France,2018-05-30,2023-06-13,Deposit,4553.04,16528.89,True
882038,Drew Anderson,43,USA,2020-09-15,2024-04-09,Online,1492.47,11573.83,True
453531,Morgan Thomas,31,Italy,2017-09-15,2024-05-11,Deposit,3491.44,23017.56,False
363160,Morgan Smith,73,Australia,2015-10-05,2024-11-30,Online,4419.49,18120.22,True
679879,Jordan Smith,68,Netherlands,2018-05-04,2024-01-30,Deposit,2007.89,9579.17,True
320884,Morgan Johnson,24,Australia,2023-02-11,2024-12-03,Deposit,1939.01,17960.47,False
123247,Alex Miller,20,France,2020-03-02,2023-11-04,ATM,2811.64,20514.85,False
124300,Jordan Anderson,64,India,2016-04-28,2023-07-02,Online,2752.74,5344.63,False
567281,Morgan Jones,40,India,2018-06-19,2024-09-20,Online,3936.24,8027.24,False
707086,Jamie Williams,63,USA,2024-04-18,2024-05-24,Online,2120.66,6523.58,False
633556,Cameron Brown,60,Canada,2016-12-31,2024-12-08,Deposit,4978.68,18833.8,False
448951,Drew Thomas,64,USA,2021-02-17,2024-06-29,Online,-172.91,11927.58,True
374329,Jamie Williams,62,Italy,2017-11-06,2024-07-17,Deposit,-482.58,11935.35,True
819064,Jamie Davis,35,Spain,2022-01-15,2024-09-15,POS,3021.09,21842.48,True
842139,Morgan Johnson,55,Spain,2017-07-06,2024-08-16,ATM,1141.39,16682.03,False
532315,Jordan Davis,52,Australia,2021-09-14,2023-08-15,Transfer,822.1,3468.04,True
616588,Riley Davis,68,Spain,2017-06-04,2024-03-11,POS,1215.44,8230.83,False
336584,Sam Wilson,32,Canada,2022-07-15,2024-02-26,Online,908.26,9672.59,True
662332,Alex Johnson,42,Germany,2015-01-22,2024-07-07,ATM,-330.65,7648.99,True
937646,Alex Davis,72,India,2016-04-18,2023-01-21,ATM,4843.43,18262.67,True
476896,Riley Johnson,54,Australia,2023-09-27,2024-07-07,ATM,714.1,18562.77,True
148984,Morgan Williams,45,Italy,2021-03-07,2024-02-01,ATM,3537.16,9727.58,True
402918,Morgan Anderson,27,Australia,2021-06-11,2024-09-16,Online,3694.28,14776.64,False
364712,Jamie Brown,56,UK,2024-02-24,2023-04-15,ATM,4610.92,20420.17,False
220151,Sam Brown,74,UK,2016-12-04,2023-07-11,Transfer,-331.98,8050.76,True
555808,Casey Wilson,34,UK,2016-11-17,2023-01-17,Transfer,4296.27,7741.82,True
233767,Morgan Johnson,56,Canada,2015-10-12,2023-04-30,ATM,2399.74,11951.26,False
748663,Jamie Anderson,39,Spain,2016-12-16,2024-01-28,Deposit,2978.99,4177.92,False
803550,Jordan Smith,43,Netherlands,2017-02-01,2024-02-29,Online,3044.59,21898.02,True
236330,Cameron Smith,61,Australia,2018-06-04,2023-05-09,Transfer,4008.89,5597.83,True
580754,Jordan Williams,42,Netherlands,2017-08-05,2023-05-10,Transfer,1333.74,10159.03,True
401648,Taylor Davis,34,Canada,2021-08-25,2024-07-25,Transfer,3531.78,14176.42,False
788519,Jamie Wilson,30,India,2021-11-12,2024-07-13,POS,2407.18,22114.73,False
113986,Morgan Davis,37,Australia,2017-10-27,2023-01-29,POS,3863.67,7267.5,False
686146,Alex Brown,42,Canada,2015-01-29,2023-04-07,Transfer,4948.0,7325.19,False
229312,Sam Smith,21,Spain,2017-06-25,2023-01-10,Deposit,603.58,876.83,False
112666,Sam Jones,27,India,2023-07-02,2023-08-30,Online,4970.57,8166.44,True
400804,Jamie Jones,20,Spain,2023-01-05,2023-08-20,Online,-6.03,4218.7,False
234633,Sam Anderson,58,Canada,2020-10-27,2023-10-11,Transfer,-487.25,12161.31,False
388998,Jamie Brown,62,Italy,2023-03-14,2024-12-15,Transfer,-257.11,4215.06,False
950937,Morgan Jones,35,India,2021-11-11,2024-12-26,Online,1379.8,1888.16,True
728776,Morgan Smith,64,France,2016-07-23,2023-07-19,Deposit,2980.98,19530.69,True
807611,Drew Anderson,53,India,2020-06-29,2023-03-20,POS,-120.34,7255.01,False
384806,Alex Miller,64,Spain,2024-11-18,2023-06-22,POS,-468.84,6669.72,True
894824,Alex Smith,39,Australia,2024-09-23,2024-04-11,Transfer,4654.0,10773.33,True
130535,Drew Wilson,51,Australia,2018-12-24,2024-08-03,Online,4020.6,23530.53,True
475713,Cameron Anderson,64,Australia,2017-01-07,2024-02-20,POS,3950.51,7435.81,True
938688,Taylor Smith,25,Netherlands,2024-03-10,2024-03-24,Deposit,4364.33,22339.27,True
451279,Cameron Johnson,57,India,2016-05-30,2023-03-28,Transfer,3350.19,18908.58,True
921654,Taylor Johnson,66,France,2020-06-23,2023-04-11,ATM,74.22,1696.17,True
701661,Drew Johnson,61,Netherlands,2023-09-06,2023-01-08,Transfer,1695.05,21430.96,True
747972,Morgan Davis,36,UK,2021-09-10,2023-07-19,ATM,3477.32,8977.5,False
589570,Jordan Thomas,59,Spain,2024-09-30,2024-05-19,Transfer,1041.84,3103.64,True
556551,Morgan Thomas,58,Spain,2015-02-08,2023-03-28,Online,3280.74,19884.09,False
373109,Drew Smith,54,USA,2024-02-25,2023-02-12,Online,-365.26,13797.58,False
124538,Drew Johnson,23,Italy,2017-06-05,2024-01-20,Online,1183.76,13566.41,True
994498,Sam Thomas,69,India,2022-10-15,2024-09-12,Online,2520.22,5724.24,True
301664,Drew Anderson,43,France,2021-01-13,2024-03-10,Deposit,2976.49,12598.56,True
591234,Riley Jones,51,UK,2018-01-03,2024-02-12,Deposit,2673.72,18306.78,True
999684,Morgan Miller,73,India,2023-01-10,2024-04-27,ATM,3337.66,9479.78,True
239182,Morgan Jones,62,Netherlands,2019-12-29,2024-10-25,Deposit,-466.51,5836.12,True
572525,Sam Brown,23,France,2023-10-07,2023-01-17,Transfer,55.18,217.68,False
258338,Casey Wilson,54,India,2019-09-07,2024-10-06,Online,4279.19,7846.63,False
284064,Riley Johnson,74,India,2017-08-31,2023-05-28,POS,3249.62,20770.19,False
314020,Alex Wilson,50,Germany,2023-08-22,2023-10-04,POS,121.12,9011.88,True
723094,Drew Thomas,70,UK,2023-06-21,2023-08-20,POS,4131.41,23817.68,False
997421,Jordan Johnson,39,India,2024-08-31,2024-01-01,Transfer,832.27,8806.86,False
715270,Cameron Williams,38,Netherlands,2019-04-12,2023-08-16,POS,2130.43,16462.64,True
745914,Cameron Jones,23,Canada,2022-12-06,2024-10-12,POS,298.58,6008.77,True
219176,Taylor Miller,23,Australia,2024-06-15,2024-03-11,ATM,3405.61,10745.42,True
318126,Jordan Williams,72,India,2022-08-27,2024-02-03,Transfer,3167.7,7063.15,False
318969,Riley Jones,65,Italy,2024-08-12,2023-07-30,Transfer,661.12,7667.66,False
222409,Taylor Wilson,21,Canada,2017-09-15,2024-01-26,POS,4248.7,15238.73,True
647707,Cameron Jones,47,Germany,2015-01-21,2024-05-13,Transfer,1707.18,21543.46,False
353618,Drew Anderson,28,UK,2021-06-08,2024-06-23,ATM,1108.83,14426.44,True
869598,Alex Anderson,47,India,2017-05-18,2024-07-16,ATM,337.81,4402.8,False
150015,Casey Johnson,48,USA,2015-03-25,2024-05-05,Online,963.92,1958.65,True
872838,Taylor Jones,41,Germany,2019-08-10,2024-03-17,ATM,-378.85,2235.64,True
222096,Jordan Johnson,72,UK,2020-05-30,2023-09-18,Online,2707.92,14002.77,False
731347,Cameron Brown,26,Netherlands,2024-08-25,2023-12-16,POS,4132.27,19458.96,True
285340,Casey Jones,72,Spain,2018-11-11,2023-12-18,Online,2519.39,21333.73,True
210687,Drew Williams,20,Italy,2019-03-11,2024-06-03,Online,706.01,1120.89,False
974371,Riley Williams,68,Canada,2024-02-11,2023-11-16,POS,-314.82,10188.11,True
511357,Casey Anderson,48,Italy,2016-07-23,2023-05-18,Online,680.45,10150.71,True
835716,Jamie Jones,57,Germany,2017-07-22,2024-07-03,ATM,1788.67,14944.16,False
205878,Alex Johnson,54,Italy,2024-11-07,2024-09-14,POS,3677.86,14913.48,True
827270,Sam Jones,53,Australia,2023-11-08,2024-01-03,Transfer,533.14,14305.22,False
298286,Alex Smith,41,India,2020-06-03,2023-08-08,Online,3458.85,16654.69,False
873290,Riley Brown,48,Netherlands,2023-11-09,2023-12-03,ATM,4268.13,6696.66,False
874684,Casey Brown,23,UK,2020-01-30,2023-08-11,Transfer,1996.71,18011.1,True
264899,Jamie Anderson,19,Canada,2023-05-15,2024-10-09,POS,4017.88,6570.21,True
424767,Sam Anderson,37,Australia,2017-03-03,2023-12-26,POS,2550.62,16551.38,False
961882,Alex Johnson,45,Germany,2017-03-02,2023-11-25,POS,3004.0,11385.29,True
979858,Jordan Brown,28,Australia,2024-11-04,2024-04-07,ATM,2394.53,12720.16,False
479989,Cameron Smith,21,Spain,2019-12-15,2024-07-14,Transfer,2047.45,20123.08,False
515515,Riley Thomas,32,Netherlands,2018-07-18,2024-01-17,POS,790.59,18599.28,True
143585,Cameron Brown,23,Australia,2021-12-14,2024-08-12,ATM,1167.57,17542.91,True
471369,Sam Brown,71,Italy,2021-03-05,2024-09-08,Deposit,1094.84,11346.79,True
164044,Alex Jones,66,Spain,2024-11-19,2023-06-18,ATM,2598.09,17349.26,True
542296,Riley Smith,47,Canada,2019-05-27,2023-08-05,Deposit,159.75,10466.4,True
209556,Riley Williams,73,Netherlands,2017-12-19,2024-01-13,Transfer,4542.35,21947.51,False
626981,Morgan Johnson,55,Australia,2021-10-13,2023-04-29,POS,3463.6,11578.84,True
981691,Riley Anderson,68,Spain,2017-09-11,2023-07-09,POS,1707.95,21115.63,True
867595,Sam Thomas,74,Australia,2019-08-08,2024-01-05,Online,372.43,19025.65,True
300235,Taylor Williams,19,Spain,2024-04-03,2023-05-29,POS,4350.96,19208.85,True
125939,Taylor Brown,32,France,2016-06-03,2024-11-06,Transfer,4030.78,9691.16,False
252906,Sam Smith,28,India,2016-08-13,2024-10-13,ATM,3469.47,6189.38,True
642335,Taylor Miller,25,Netherlands,2017-11-16,2024-05-02,Transfer,993.51,18102.11,False
388249,Sam Williams,43,Germany,2019-09-06,2024-01-09,POS,1713.46,5102.98,False
175766,Casey Brown,68,Germany,2024-12-12,2024-11-23,ATM,65.12,17164.91,False
508923,Jordan Davis,62,France,2020-07-28,2023-06-09,Transfer,539.72,10405.94,False
515192,Alex Wilson,61,Australia,2021-02-24,2023-12-17,POS,3806.59,11997.07,True
668550,Morgan Williams,22,France,2021-08-31,2023-10-15,POS,3432.71,21506.21,True
487261,Jamie Miller,23,Germany,2015-12-15,2023-10-15,POS,2764.17,14880.8,True
910208,Casey Williams,43,France,2017-08-17,2023-08-14,Online,4426.5,16001.12,True
785440,Morgan Smith,71,France,2020-05-17,2024-06-06,Online,2707.97,13927.41,False
752664,Morgan Davis,21,Germany,2016-11-23,2024-06-05,Online,2068.32,9554.59,False
554589,Riley Jones,36,Netherlands,2019-04-09,2023-09-30,ATM,1372.04,17106.34,False
237848,Jordan Jones,37,Spain,2016-01-13,2024-02-06,Transfer,4672.47,9803.16,False
717075,Riley Anderson,50,Netherlands,2023-01-25,2023-07-02,ATM,-45.06,18738.95,True
227948,Sam Anderson,37,Spain,2023-02-11,2024-10-26,ATM,4619.88,22510.19,True
679304,Riley Smith,66,Australia,2024-12-08,2024-05-02,POS,4046.93,10862.79,True
502690,Jordan Jones,29,France,2016-06-10,2023-05-04,Deposit,214.61,14830.94,True
599046,Taylor Thomas,64,France,2023-10-30,2024-09-17,Deposit,2607.41,14114.55,True
551269,Casey Smith,18,USA,2022-08-13,2024-02-18,POS,4266.01,11085.23,True
121959,Jordan Thomas,43,India,2021-03-03,2024-12-25,Deposit,2644.95,22416.53,False
760890,Sam Miller,31,Australia,2021-11-07,2023-06-21,ATM,4489.6,5091.82,False
850216,Riley Davis,55,Italy,2024-02-27,2023-10-15,Transfer,4686.41,9814.07,False
890180,Drew Anderson,54,Italy,2018-06-13,2024-03-10,Online,1823.11,12272.58,False
328576,Jordan Davis,28,Spain,2020-02-19,2024-11-16,ATM,1575.23,12062.09,True
637833,Drew Williams,53,Canada,2019-10-30,2023-04-23,ATM,4649.77,16469.54,False
265838,Casey Smith,30,France,2016-06-04,2023-05-02,Transfer,3213.27,18271.63,False
435674,Sam Smith,60,UK,2019-08-29,2024-06-27,Deposit,138.12,12645.33,True
979989,Cameron Anderson,20,France,2017-10-13,2023-08-10,Transfer,-267.4,11778.2,True
161087,Morgan Miller,50,USA,2023-03-23,2024-09-22,ATM,2605.46,3770.4,False
693128,Sam Johnson,23,Spain,2022-08-05,2023-02-08,POS,4615.94,12208.89,False
218451,Riley Thomas,67,Netherlands,2017-10-10,2024-05-11,POS,4143.37,8861.28,False
547600,Riley Johnson,73,France,2021-12-23,2023-08-21,ATM,3217.16,8598.03,False
937437,Casey Anderson,27,Netherlands,2015-04-27,2024-06-13,POS,265.14,11396.46,False
539792,Casey Davis,22,Germany,2021-08-30,2023-05-29,Deposit,898.27,4968.43,False
139353,Riley Davis,40,Germany,2018-09-29,2024-02-01,Transfer,4315.31,10264.9,False
293075,Casey Anderson,27,Australia,2016-08-06,2024-10-22,Online,505.44,5323.43,True
314283,Taylor Williams,61,France,2016-01-30,2024-09-29,Transfer,1031.42,20006.63,True
414877,Sam Davis,19,Australia,2017-12-23,2023-10-29,Online,212.8,19111.65,True
165318,Taylor Thomas,30,France,2022-07-31,2023-12-26,ATM,3218.6,15456.44,True
865313,Drew Jones,57,Canada,2015-03-13,2023-08-26,ATM,4691.9,23189.9,True
582690,Sam Anderson,19,USA,2015-10-01,2024-10-08,Online,979.32,16716.99,True
516880,Alex Jones,37,India,2020-07-06,2024-10-24,POS,2114.74,13954.7,False
691460,Casey Williams,18,India,2018-09-05,2023-08-24,ATM,2988.87,3216.93,False
840976,Sam Thomas,54,Germany,2015-12-04,2023-07-22,Deposit,4997.06,20470.13,False
881239,Drew Miller,26,Germany,2018-10-21,2023-09-13,Deposit,76.44,14155.96,True
193264,Jamie Wilson,34,UK,2024-10-06,2024-08-20,Deposit,2242.14,14585.69,False
870746,Jamie Williams,26,Australia,2016-08-29,2024-10-23,Deposit,1618.16,16850.6,False
913168,Cameron Wilson,28,Germany,2015-06-15,2023-08-23,Online,4262.01,14569.16,True
325281,Taylor Johnson,32,Germany,2019-04-17,2023-12-11,POS,2117.82,16229.08,True
737147,Casey Anderson,41,UK,2020-08-20,2024-06-17,Online,110.38,18820.3,False
998613,Drew Miller,55,USA,2018-08-17,2024-04-10,ATM,2989.33,10567.85,False
494070,Jordan Williams,72,Italy,2016-12-29,2024-06-24,Deposit,3739.29,17930.91,True
452228,Casey Williams,52,Spain,2022-10-19,2023-08-01,Deposit,-484.15,9082.04,False
531839,Morgan Brown,47,Netherlands,2020-08-05,2024-04-07,Deposit,4224.26,17744.81,False
369536,Alex Smith,48,USA,2015-04-12,2024-03-11,ATM,523.13,15804.71,True
417824,Morgan Wilson,66,Canada,2024-07-28,2023-10-10,Transfer,2536.38,3540.88,True
357426,Drew Johnson,22,UK,2018-11-16,2024-07-15,Online,1786.89,14754.24,False
277789,Jamie Davis,61,Australia,2017-02-17,2024-08-29,POS,3458.1,8070.25,False
613153,Drew Williams,67,Canada,2015-08-02,2024-04-07,ATM,1541.39,14975.04,True
842452,Sam Wilson,31,Italy,2018-01-16,2024-02-11,Transfer,4283.7,13703.47,True
937291,Sam Williams,70,Netherlands,2019-04-26,2023-03-29,Transfer,3517.73,19011.43,False
225657,Taylor Smith,73,Netherlands,2021-09-14,2023-02-13,POS,3062.42,5618.1,True
335167,Jordan Davis,28,Germany,2022-03-20,2024-04-05,ATM,3879.32,16443.13,False
781669,Morgan Brown,26,France,2023-01-15,2023-10-05,Transfer,3647.13,9288.7,True
580671,Cameron Wilson,51,Spain,2023-07-15,2024-11-13,Deposit,-302.34,16772.0,False
819094,Alex Anderson,29,France,2019-08-23,2024-02-25,POS,1671.04,20245.87,False
170467,Morgan Johnson,52,UK,2024-09-04,2024-12-01,Deposit,4619.44,24547.77,False
283734,Jamie Brown,52,USA,2016-08-14,2023-12-19,POS,191.48,16132.03,True
722794,Jamie Anderson,18,India,2018-08-26,2024-11-26,Online,3554.03,18653.34,True
209751,Cameron Thomas,57,Germany,2018-01-14,2024-05-29,Online,4860.25,9248.72,True
481050,Riley Wilson,39,Australia,2020-11-09,2024-12-03,ATM,-212.91,6573.63,True
911774,Drew Anderson,46,UK,2022-06-13,2024-09-21,Transfer,3252.07,12619.15,False
792517,Sam Anderson,25,Canada,2016-12-14,2023-01-19,Deposit,2074.85,17565.13,False
561079,Jamie Brown,28,Italy,2017-07-24,2023-01-23,Transfer,2685.46,20993.28,True
468452,Jamie Wilson,58,Canada,2020-05-05,2024-02-17,Online,-30.62,3833.25,True
206081,Casey Williams,54,UK,2015-08-30,2023-01-30,Deposit,-263.46,18191.65,False
713333,Casey Anderson,31,Italy,2020-08-05,2023-04-18,ATM,3167.77,17110.7,False
658986,Jamie Williams,47,Netherlands,2015-01-02,2024-01-02,Transfer,4028.2,16282.54,True
210078,Casey Wilson,52,Canada,2021-03-22,2023-10-08,POS,3801.08,7877.92,False
967055,Jordan Jones,38,France,2022-10-19,2023-05-08,POS,2490.93,3695.88,False
122671,Morgan Jones,54,UK,2019-11-04,2023-08-17,Deposit,49.27,11461.72,True
518400,Riley Miller,22,UK,2020-05-03,2023-04-21,POS,3284.24,16349.4,True
455528,Cameron Johnson,36,France,2022-03-21,2023-05-16,POS,830.39,5124.94,False
710490,Taylor Brown,31,India,2020-12-03,2023-12-28,Online,4510.88,15684.36,False
151663,Morgan Davis,43,India,2017-07-06,2023-07-05,ATM,4110.46,21254.68,True
115708,Taylor Williams,21,USA,2023-09-10,2024-10-17,POS,3401.61,20119.42,True
978338,Jordan Davis,42,Spain,2021-02-19,2024-08-06,POS,4718.65,23273.02,False
411955,Sam Miller,62,France,2023-11-12,2023-05-09,Transfer,-327.18,7053.95,False
233883,Cameron Wilson,59,Netherlands,2022-12-28,2023-09-18,Deposit,3549.1,9978.29,False
418394,Sam Smith,42,Australia,2015-03-31,2024-05-29,Online,1316.34,16329.92,True
212547,Morgan Davis,35,Australia,2019-09-06,2024-03-24,Deposit,4483.36,13162.5,False
659042,Sam Thomas,57,Netherlands,2020-12-09,2023-04-14,Transfer,966.71,2808.93,False
851102,Alex Thomas,25,Canada,2015-05-23,2024-04-27,Transfer,3486.71,9214.45,False
862002,Sam Wilson,56,Australia,2023-04-30,2023-08-12,Transfer,4327.06,12756.85,True
242483,Alex Miller,57,Netherlands,2015-04-16,2024-05-05,POS,-270.89,5650.19,False
758271,Casey Davis,31,France,2017-06-05,2024-04-17,Deposit,1687.06,8397.95,True
314835,Sam Anderson,49,Germany,2016-03-03,2023-01-10,Deposit,3692.7,9638.84,True
